"oem","model","network_technology","network_2g_bands","network_gprs","network_edge","launch_announced","launch_status","body_dimensions","body_weight","body_sim","display_type","display_size","display_resolution","display","memory_card_slot","memory_phonebook","memory_call_records","sound_loudspeaker","sound_alert_types","sound_3.5mm_jack","comms_wlan","comms_bluetooth","comms_gps","comms_radio","comms_usb","features_sensors","features_messaging","features_browser","features_clock","features_alarm","features_games","features_java","features","misc_colors","network_3g_bands","network_speed","platform_os","platform_chipset","platform_cpu","platform_gpu","memory_internal","main_camera_single","main_camera_video","misc_price","main_camera_features","body","network_4g_bands","body_build","display_protection","memory","main_camera_dual","selfie_camera_dual","selfie_camera_features","selfie_camera_video","comms_nfc","battery_charging","misc_models","tests_performance","tests_camera","tests_loudspeaker","tests_audio_quality","tests_battery_life","tests_display","selfie_camera_single","comms_infrared_port","network_5g_bands","main_camera_quad","main_camera_triple","sound","misc_sar_eu","main_camera_five","features_languages","body_keyboard","misc_sar","battery","main_camera_dual_or_triple","battery_music_play","selfie_camera_triple","main_camera_v1","selfie_camera","camera","main_camera","network","battery_talk_time","battery_stand.by"
"Haier","V280","GSM","GSM 900 / 1800","Class 10","No","2005","Discontinued","109 x 44 x 14.5 mm (4.29 x 1.73 x 0.57 in)","80 g (2.82 oz)","Mini-SIM","65K colors",,"128 x 160 pixels","Screensaver  Downloadable logos","No","1000 entries",,"No","Vibration; Downloadable polyphonic ringtones","No","No","No","No","No",,"V1","SMS, MMS","WAP 2.0/xHTML",,,"Yes","Yes, MIDP 2.0","Predictive text input  Calculator  Voice memo","V1",,,,,,,"4MB","1.3 MP","No",,"LED flash",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Removable Li-Ion 550 mAh battery",,,,,"No",,,,"Up to 2 h 30 min","Up to 240 h"
"Haier","V190","GSM","GSM 900 / 1800","Class 10","No","2004","Discontinued","106 x 46 x 18.8 mm (4.17 x 1.81 x 0.74 in)","90 g (3.17 oz)","Mini-SIM","65K colors",,"128 x 128 pixels, 1:1 ratio","Screensaver  Downloadable logos","No","Yes",,"No","Vibration; Downloadable polyphonic ringtones","No","No","No","No","No",,"V1","SMS, MMS","WAP 1.2.1",,,"Yes","No","Predictive text input  Calculator","V1",,,,,,,"2MB","CIF","No",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Removable Li-Ion 720 mAh battery",,,,,"No",,,,"Up to 3 h 20 min","Up to 200 h"
"Haier","V100","GSM","GSM 900 / 1800","Class 10","No","2004","Discontinued","106 x 46 x 18.8 mm (4.17 x 1.81 x 0.74 in)","90 g (3.17 oz)","Mini-SIM","65K colors",,"128 x 128 pixels, 1:1 ratio","Screensaver  Downloadable logos","No","500",,"No","Vibration; Downloadable polyphonic ringtones","No","No","No","No","No",,"V1","SMS, MMS","WAP 1.2.1",,,"Yes","No","Predictive text input  Calculator  Voice memo","V1",,,,,,,"2MB","CIF","No",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Removable Li-Ion 600 mAh battery",,,,,"No",,,,"Up to 3 h","Up to 200 h"
"Haier","P5","GSM","GSM 900 / 1800","No","No","2003","Discontinued","135 x 28 x 18 mm (5.31 x 1.10 x 0.71 in)","75 g (2.65 oz)","Mini-SIM","Monochrome",,"64 x 102 pixels, 16:10 ratio","Screensaver","No",,,"No","Vibration; Polyphonic ringtones","No","No","No","No","No",,"V1",,,,,"Yes","No","Predictive text input  Voice memo  Voice dial","V1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Removable Li-Ion 520 mAh battery",,,,,,"No",,,"Up to 2 h 30 min","Up to 150 h"
"Haier","Z8000","GSM","GSM 900 / 1800","Class 10","No","2004","Discontinued","83 x 44 x 23.8 mm (3.27 x 1.73 x 0.94 in)","90 g (3.17 oz)","Mini-SIM","4096 colors",,"128 x 128 pixels, 1:1 ratio","Second external B/W display (80 x 48 pixels)  Screensaver","No",,,"No","Vibration; Polyphonic(32) ringtones","No","No","No","No","No",,"V1","SMS, MMS","WAP 1.2.1",,,"Yes","No","MP3 player  Predictive text input","V1",,,,,,,"32MB",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Removable Li-Ion 600 mAh battery",,,,,,"No",,,"Up to 3 h","Up to 270 h"
"Honor","8S 2020","GSM / HSPA / LTE","GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (Dual SIM model only)",,,"2020, May 27","Available. Released 2020, May 27","147.1 x 70.8 x 8.5 mm (5.79 x 2.79 x 0.33 in)","146 g (5.15 oz)","Single SIM (Nano-SIM) or Dual SIM (Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","5.71 inches, 81.4 cm (~78.1% screen-to-body ratio)","720 x 1520 pixels, 19:9 ratio (~295 ppi density)",,"microSDXC (dedicated slot)",,,"Yes",,"Yes","Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot","5.0, A2DP, LE","Yes, with A-GPS, GLONASS, BDS","Unspecified","microUSB 2.0","Accelerometer, proximity",,,,,,,,"Navy Blue, Midnight Black, Green","HSDPA 850 / 900 / 2100","HSPA 42.2/5.76 Mbps, LTE-A","Android 9.0 (Pie), EMUI 9, Google Play Services","Mediatek MT6761 Helio A22 (12 nm)","Quad-core 2.0 GHz Cortex-A53","PowerVR GE8320","64GB 3GB RAM","13 MP, f/1.8, PDAF","1080p@30fps","About 110 EUR","LED flash, HDR, panorama",,"LTE","Glass front, plastic back, plastic frame",,"eMMC 5.1",,,,,,,,,,,,,,"5 MP, f/2.2",,,,,,,,,,,"Non-removable Li-Po 3020 mAh battery",,,,,,,,,,
"Honor","Play4","GSM / CDMA / HSPA / LTE / 5G","GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2",,,"2020, June 03","Available. Released 2020, June 13","170 x 78.5 x 8.9 mm (6.69 x 3.09 x 0.35 in)","213 g (7.51 oz)","Dual SIM (Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","6.81 inches, 112.0 cm (~83.9% screen-to-body ratio)","1080 x 2400 pixels, 20:9 ratio (~386 ppi density)",,"microSDXC",,,"Yes",,"Yes","Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot","5.1, A2DP, LE","Yes, with A-GPS, GLONASS, BDS","FM radio","2.0, Type-C 1.0 reversible connector, USB On-The-Go","Fingerprint (side-mounted), accelerometer, gyro, proximity, compass",,,,,,,,"Black, Blue, Light Blue","HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100","HSPA 42.2/5.76 Mbps, LTE-A, 5G","Android 10, Magic UI 3.1, no Google Play Services","MediaTek MT6873 Dimensity 800 5G (7 nm)","Octa-core (4x2.0 GHz Cortex-A76 & 4x2.0 GHz Cortex-A55)","Mali-G57MP4","128GB 8GB RAM",,"4K@30fps, 1080p@30fps, gyro-EIS","About 250 EUR","Dual-LED flash, HDR, panorama","IP5X","1, 2, 3, 4, 5, 7, 8, 18, 19, 26, 34, 38, 39, 40, 41",,,,,,,"1080p@30fps",,"Fast charging 22.5W, 70% in 30 min (advertised)","TNNH-AN00",,,,,,,"16 MP",,"1, 38, 41, 77, 78, 79 SA/NSA","64 MP, f/1.9, 26mm (wide), 1/1.72"", 0.8<c2><b5>m, PDAF  8 MP, f/2.2, (ultrawide)  2 MP, f/2.4, (macro)  2 MP, f/2.4, (depth)",,,,,,,,"Non-removable Li-Po 4300 mAh battery",,,,,,,,"CDMA 800 & TD-SCDMA",,
"Honor","Play4 Pro","GSM / CDMA / HSPA / LTE / 5G","GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2",,,"2020, June 03","Available. Released 2020, June 10","162.7 x 75.8 x 8.9 mm (6.41 x 2.98 x 0.35 in)","213 g (7.51 oz)","Dual SIM (Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","6.57 inches, 104.2 cm (~84.5% screen-to-body ratio)","1080 x 2400 pixels, 20:9 ratio (~401 ppi density)",,"No",,,"Yes",,"No","Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot","5.1, A2DP, LE","Yes, with A-GPS, BDS","No","2.0, Type-C 1.0 reversible connector, USB On-The-Go","Fingerprint (side-mounted), accelerometer, gyro, proximity, compass",,,,,,,,"Black, Blue, Light Blue","HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100","HSPA 42.2/5.76 Mbps, LTE-A, 5G","Android 10, Magic UI 3.1, no Google Play Services","Kirin 990 (7 nm)","Octa-core (2x2.86 GHz Cortex-A76 & 2x2.09 GHz Cortex-A76 & 4x1.86 GHz Cortex-A55)","Mali-G76 MP16","128GB 8GB RAM",,"4K@30/60fps, 1080p@30fps, 1080p@960fps, OIS, gyro-EIS","About 360 EUR","LED flash, HDR, panorama",,"1, 2, 3, 4, 5, 7, 8, 12, 17, 18, 19, 26, 34, 38, 39, 40, 41",,,,"40 MP, f/1.8, 27mm (wide), 1/1.7"", PDAF  8 MP, f/2.4, 80mm (telephoto), PDAF, Laser AF, OIS, 3x optical zoom","32 MP, f/2.0, 26mm (wide), 1/2.8"", 0.8<c2><b5>m  8 MP, (ultrawide)","Panorama","4K@30fps, 1080p@30fps, gyro-EIS","Yes","Fast charging 40W, 70% in 30 min (advertised)  Reverse charging","OXP-AN00",,,,,,,,,"1, 3, 41, 77, 78, 79 SA/NSA",,,,,,,,,"Non-removable Li-Po 4200 mAh battery",,,,,,,,"CDMA 800 & TD-SCDMA",,
"Honor","X10 5G","GSM / CDMA / HSPA / EVDO / LTE / 5G","GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2",,,"2020, May 20","Available. Released 2020, May 26","163.7 x 76.5 x 8.8 mm (6.44 x 3.01 x 0.35 in)","203 g (7.16 oz)","Dual SIM (Nano-SIM, dual stand-by)","LTPS IPS LCD capacitive touchscreen, 16M colors","6.63 inches, 106.1 cm (~84.7% screen-to-body ratio)","1080 x 2400 pixels, 20:9 ratio (~397 ppi density)","90Hz refresh rate","NM (Nano Memory), up to 256GB (uses shared SIM slot)",,,"Yes",,"Yes","Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot","5.1, A2DP, LE","Yes, with A-GPS, GLONASS, BDS","No","2.0, Type-C 1.0 reversible connector, USB On-The-Go","Fingerprint (side-mounted), accelerometer, gyro, proximity, compass",,,,,,,,"Blue, Orange, Black, Silver","HSDPA 800 / 850 / 900 / 1700(AWS) / 1900 / 2100","HSPA 42.2/5.76 Mbps, LTE-A (4CA) Cat12 600/50 Mbps, 5G 2.3 Gbps DL","Android 10, Magic UI 3.1, no Google Play Services","Kirin 820 5G (7nm)","Octa-core (1x2.36 GHz Cortex-A76 & 3x2.22 GHz Cortex-A76 & 4x1.84 GHz Cortex-A55)","Mali-G57 (6-core)","64GB 6GB RAM, 128GB 6GB RAM, 128GB 8GB RAM",,"4K@30fps, 1080p@30fps, 720p@960fps, gyro-EIS","$<e2><80><89>318.99","LED flash, panorama, HDR",,"1, 2, 3, 4, 5, 8, 18, 19, 26, 34, 38, 39, 40, 41","Glass front (Aluminosilicate glass)","Aluminosilicate glass",,,,"HDR","1080p@30fps",,"Fast charging 22.5W  Reverse charging","TEL-TN00",,,,,,,"Motorized pop-up 16 MP, f/2.2, 24mm (wide), 1/3"", 1.0<c2><b5>m",,"1, 3, 38, 41, 77, 78, 79, 80, 84 SA/NSA",,"40 MP, f/1.8, 26mm (wide), 1/1.7"", PDAF  8 MP, f/2.4, 17mm, 120<cb><9a> (ultrawide)  2 MP, f/2.4, (depth)",,,,,,,"Non-removable Li-Po 4300 mAh battery",,,,,,,,"CDMA 800 & TD-SCDMA",,
"Honor","V6","LTE / 5G","N/A","No","No","2020, May 19","Available. Released 2020, June 15","245.2 x 154.9 x 7.8 mm (9.65 x 6.10 x 0.31 in)","480 g (1.06 lb)","No","IPS LCD capacitive touchscreen, 16M colors","10.4 inches, 307.9 cm (~81.1% screen-to-body ratio)","1200 x 2000 pixels, 5:3 ratio (~224 ppi density)",,"microSDXC",,,"Yes, with stereo speakers",,"No","Wi-Fi 802.11 a/b/g/n/ac/6, dual-band, Wi-Fi Direct, hotspot","5.1, A2DP, LE","Yes, GLONASS, BDS","No","2.0, Type-C 1.0 reversible connector","Accelerometer, proximity, compass",,,,,,,,"Green, Silver, Black","N/A","LTE-A, 5G","Android 10, Magic UI 3.1, no Google Play Services","Kirin 985 5G (7 nm)","Octa-core (1x2.58 GHz Cortex-A76 & 3x2.40 GHz Cortex-A76 & 4x1.84 GHz Cortex-A55)","Mali-G77 (8-core)","64GB 6GB RAM, 128GB 6GB RAM, 256GB 8GB RAM","13 MP, f/1.8, (wide), AF","1080p@30fps","About 280 EUR","LED flash, HDR, panorama","Stylus support","LTE",,,,,,"HDR","1080p@30fps",,,"KRJ-W09, KRJ-AN00",,,,,,,"8 MP, f/2.2, (wide)",,"SA/NSA",,,,,,,,,"Non-removable Li-Po 7250 mAh battery",,,,,,,,,,
"Honor","9A","GSM / HSPA / LTE","GSM 850 / 900 / 1800 / 1900",,,"2020, April 29","Available. Released 2020, May 04","159.1 x 74.1 x 9 mm (6.26 x 2.92 x 0.35 in)","185 g (6.53 oz)","Dual SIM (Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","6.3 inches, 95.8 cm (~81.3% screen-to-body ratio)","720 x 1600 pixels, 20:9 ratio (~278 ppi density)",,"microSDXC (dedicated slot)",,,"Yes",,"Yes","Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot","5.0, A2DP, LE","Yes, with A-GPS, GLONASS, BDS","FM radio; built-in antenna","microUSB 2.0, USB On-The-Go","Fingerprint (rear-mounted), accelerometer, proximity",,,,,,,,"Black, Blue, Green","HSDPA 850 / 900 / 1900 / 2100","HSPA 42.2/5.76 Mbps, LTE-A Cat4 150/50 Mbps","Android 10, Magic UI 3.1, no Google Play Services","Mediatek MT6762R Helio P22 (12 nm)","Octa-core (4x2.0 GHz Cortex-A53 & 4x1.5 GHz Cortex-A53)","PowerVR GE8320","64GB 3GB RAM",,"1080p@30fps","About 140 EUR","LED flash, HDR, panorama",,"1, 2, 3, 4, 5, 7, 8, 20, 28, 34, 38, 39, 40, 41","Glass front, plastic back, plastic frame",,"eMMC 5.1",,,"HDR","1080p@30fps",,,"MOA-LX9N",,,,,,,"8 MP, f/2.0, (wide)",,,,"13 MP, f/1.8, (wide), PDAF  5 MP, f/2.2, (ultrawide)  2 MP, f/2.4, (depth)",,,,,,,"Non-removable Li-Po 5000 mAh battery",,,,,,,,,,
"Honor","9C","GSM / HSPA / LTE","GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2",,,"2020, April 29","Available. Released 2020, May 04","159.8 x 76.1 x 8.1 mm (6.29 x 3.00 x 0.32 in)","176 g (6.21 oz)","Dual SIM (Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","6.39 inches, 100.2 cm (~82.4% screen-to-body ratio)","720 x 1560 pixels, 19.5:9 ratio (~269 ppi density)",,"microSDXC (dedicated slot)",,,"Yes",,"Yes","Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot","5.0, A2DP, LE","Yes, with A-GPS, GLONASS, BDS","No","microUSB 2.0","Fingerprint (rear-mounted), accelerometer, proximity, compass",,,,,,,,"Black, Blue","HSDPA 850 / 900 / 1900 / 2100","HSPA 42.2/5.76 Mbps, LTE-A","Android 10, EMUI 10.1, no Google Play Services","Kirin 710A (12 nm)","Octa-core (4x2.2 GHz Cortex-A73 & 4x1.7 GHz Cortex-A53)","Mali-G51 MP4","64GB 4GB RAM",,"1080p@30fps","About 160 EUR","LED flash, HDR, panorama",,"1, 2, 3, 4, 5, 7, 8, 20, 34, 38, 39, 40, 41",,,,,,"HDR","1080p@30fps",,,"AKA-L29",,,,,,,"8 MP, f/2.0, (wide)",,,,"48 MP, f/1.8, (wide), 1/2.0"", 0.8<c2><b5>m, PDAF  8 MP, f/2.4, 120<cb><9a> (ultrawide)  2 MP, f/2.4, (depth)",,,,,,,"Non-removable Li-Po 4000 mAh battery",,,,,,,,,,
"Honor","9S","GSM / HSPA / LTE","GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2",,,"2020, April 29","Available. Released 2020, May 04","146.5 x 70.9 x 8.4 mm (5.77 x 2.79 x 0.33 in)","144 g (5.08 oz)","Dual SIM (Nano-SIM, dual stand-by)","Capacitive touchscreen, 16M colors","5.45 inches, 76.7 cm (~73.8% screen-to-body ratio)","720 x 1440 pixels, 18:9 ratio (~295 ppi density)",,"microSDXC (dedicated slot)",,,"Yes",,"Yes","Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot","5.0, A2DP, LE","Yes, with A-GPS, GLONASS, BDS","FM radio","microUSB 2.0","Accelerometer, proximity",,,,,,,,"Black, Blue, Red","HSDPA 850 / 900 / 1900 / 2100","HSPA 42.2/5.76 Mbps, LTE","Android 10, Magic UI 3.1, no Google Play Services","Mediatek MT6762R Helio P22 (12 nm)","Octa-core (4x2.0 GHz Cortex-A53 & 4x1.5 GHz Cortex-A53)","PowerVR GE8320","32GB 2GB RAM","8 MP, f/2.0, (wide), AF","1080p@30fps","About 90 EUR","LED flash, HDR, panorama",,"1, 2, 3, 4, 5, 7, 8, 20, 28, 38, 40, 41",,,,,,,"1080p@30fps",,,"DUA-LX9",,,,,,,"5 MP, f/2.2",,,,,,,,,,,"Non-removable Li-Po 3020 mAh battery",,,,,,,,,,
"Honor","9X Lite","GSM / HSPA / LTE","GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2",,,"2020, April 17","Available. Released 2020, May 14","160.4 x 76.6 x 7.8 mm (6.31 x 3.02 x 0.31 in)","188 g (6.63 oz)","Hybrid Dual SIM (Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","6.5 inches, 103.2 cm (~84.0% screen-to-body ratio)","1080 x 2340 pixels, 19.5:9 ratio (~397 ppi density)",,"microSDXC (uses shared SIM slot)",,,"Yes",,"Yes","Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot","4.2, A2DP, LE","Yes, with A-GPS, GLONASS, BDS","FM radio","microUSB 2.0","Fingerprint (rear-mounted), accelerometer, proximity, compass",,,,,,,,"Emerald Green, Midnight Black","HSDPA 850 / 900 / 1900 / 2100","HSPA 42.2/5.76 Mbps, LTE-A (2CA) Cat6 300/50 Mbps","Android 9.0 (Pie), EMUI 9.1","Kirin 710F (12 nm)","Octa-core (4x2.2 GHz Cortex-A73 & 4x1.7 GHz Cortex-A53)","Mali-G51 MP4","128GB 4GB RAM",,"1080p@30fps","<c2><a3><e2><80><89>194.99 / <e2><82><ac><e2><80><89>179.99 / $<e2><80><89>169.99","LED flash, HDR, panorama",,"1, 3, 7, 8, 20",,,,"48 MP, f/1.8, (wide), 1/2.0"", 0.8<c2><b5>m, PDAF  2 MP, f/2.4, (depth)",,,"1080p@30fps","Yes (market/region dependent)","Charging 10W","JSN-L21, JSN-L22, JSN-L23",,,,,,,"8 MP, f/2.0, (wide)",,,,,,,,,,,"Non-removable Li-Po 3750 mAh battery",,,,,,,,,,
"Honor","30 Pro+","GSM / HSPA / LTE / 5G","GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2",,,"2020, April 15","Available. Released 2020, April 21","160.3 x 73.6 x 8.4 mm (6.31 x 2.90 x 0.33 in)","190 g (6.70 oz)","Hybrid Dual SIM (Nano-SIM, dual stand-by)","OLED capacitive touchscreen, 16M colors","6.57 inches, 106.0 cm (~89.8% screen-to-body ratio)","1080 x 2340 pixels, 19.5:9 ratio (~392 ppi density)","90Hz refresh rate","NM (Nano Memory), up to 256GB (uses shared SIM slot)",,,"Yes, with stereo speakers",,"No","Wi-Fi 802.11 a/b/g/n/ac/6, dual-band, Wi-Fi Direct, hotspot","5.1, A2DP, LE","Yes, with dual-band A-GPS, GLONASS, BDS, GALILEO, QZSS, NavIC","No","3.0, Type-C 1.0 reversible connector, USB On-The-Go","Fingerprint (under display, optical), accelerometer, gyro, proximity, compass",,,,,,,,"Titanium silver, Emerald Green, Midnight Black","HSDPA 800 / 850 / 900 / 1700(AWS) / 1800 / 1900 / 2100","HSPA 42.2/5.76 Mbps, LTE-A, 5G","Android 10, Magic UI 3, no Google Play Services","Kirin 990 5G (7 nm+)","Octa-core (2x2.86 GHz Cortex-A76 & 2x2.36 GHz Cortex-A76 & 4x1.95 GHz Cortex-A55)","Mali-G76 MP16","256GB 8GB RAM, 256GB 12GB RAM",,"4K@30/60fps, 1080p@30/60fps, 1080p@1920fps; gyro-EIS","$<e2><80><89>745.99","LED flash, panorama, HDR","Water-repellent coating","1, 2, 3, 4, 5, 6, 7, 8, 9, 12, 17, 18, 19, 20, 26, 28, 34, 38, 39, 40, 41","Glass front, glass back, aluminum frame",,"UFS",,"32 MP, f/2.0, 26mm (wide), 1/2.8"", 0.8<c2><b5>m  8 MP, f/2.2, (ultrawide)","HDR","4K, 1080p; gyro-EIS","Yes","Fast charging 40W  Fast wireless charging 27W  Reverse charging 5W","EBG-AN10",,,,,,,,"Yes","1, 3, 41, 77, 78, 79 SA/NSA","50 MP, f/1.9, 23mm (wide), 1/1.28"", 2.44<c2><b5>m, omnidirectional PDAF, Laser AF, OIS  8 MP, f/3.4, 125mm (Periscope telephoto), PDAF, OIS, 5x optical zoom  16 MP, f/2.2, 18mm (ultrawide),<c2><a0>AF  2 MP, (depth)",,,,,,,,"Non-removable Li-Po 4000 mAh battery",,,,,,,,,,
"Honor","30 Pro","GSM / HSPA / LTE / 5G","GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2",,,"2020, April 15","Available. Released 2020, April 21","160.3 x 73.6 x 8.4 mm (6.31 x 2.90 x 0.33 in)","186 g (6.56 oz)","Hybrid Dual SIM (Nano-SIM, dual stand-by)","OLED capacitive touchscreen, 16M colors","6.57 inches, 106.0 cm (~89.8% screen-to-body ratio)","1080 x 2340 pixels, 19.5:9 ratio (~392 ppi density)",,"NM (Nano Memory), up to 256GB (uses shared SIM slot)",,,"Yes, with stereo speakers",,"No","Wi-Fi 802.11 a/b/g/n/ac/6, dual-band, Wi-Fi Direct, hotspot","5.1, A2DP, LE","Yes, with dual-band A-GPS, GLONASS, BDS, GALILEO, QZSS, NavIC","No","3.0, Type-C 1.0 reversible connector, USB On-The-Go","Fingerprint (under display, optical), accelerometer, gyro, proximity, compass",,,,,,,,"Titanium silver, Emerald Green, Midnight Black, Icelandic Frost, Neon purple","HSDPA 800 / 850 / 900 / 1700(AWS) / 1800 / 1900 / 2100","HSPA 42.2/5.76 Mbps, LTE-A, 5G","Android 10, Magic UI 3, no Google Play Services","Kirin 990 5G (7 nm+)","Octa-core (2x2.86 GHz Cortex-A76 & 2x2.36 GHz Cortex-A76 & 4x1.95 GHz Cortex-A55)","Mali-G76 MP16","128GB 8GB RAM, 256GB 8GB RAM",,"4K@30/60fps, 1080p@30/60fps, 1080p@1920fps; gyro-EIS","$<e2><80><89>582.99","LED flash, panorama, HDR","IP54 splash proof","1, 2, 3, 4, 5, 6, 7, 8, 9, 12, 17, 18, 19, 20, 26, 28, 34, 38, 39, 40, 41","Glass front, glass back, aluminum frame",,"UFS",,"32 MP, f/2.0, 26mm (wide), 1/2.8"", 0.8<c2><b5>m  8 MP, f/2.2, (ultrawide)","HDR","4K, 1080p; gyro-EIS","Yes","Fast charging 40W  Reverse charging 5W","EBG-AN00",,,,,,,,"Yes","1, 3, 41, 77, 78, 79 SA/NSA","40 MP, f/1.8, 27mm (wide), 1/1.7"", PDAF, Laser AF, OIS  8 MP, f/3.4, 125mm (Periscope telephoto), PDAF, OIS, 5x optical zoom  16 MP, f/2.2, 18mm (ultrawide)  2 MP, (depth)",,,,,,,,"Non-removable Li-Po 4000 mAh battery",,,,,,,,,,
"Honor","30","GSM / HSPA / LTE / 5G","GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2",,,"2020, April 15","Available. Released 2020, April 21","160.3 x 74.2 x 8.1 mm (6.31 x 2.92 x 0.32 in)","185 g (6.53 oz)","Hybrid Dual SIM (Nano-SIM, dual stand-by)","OLED capacitive touchscreen, 16M colors","6.53 inches, 102.9 cm (~86.6% screen-to-body ratio)","1080 x 2400 pixels, 20:9 ratio (~403 ppi density)",,"NM (Nano Memory), up to 256GB (uses shared SIM slot)",,,"Yes",,"No","Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot","5.1, A2DP, LE","Yes, with dual-band A-GPS, GLONASS, BDS, GALILEO, QZSS","No","2.0, Type-C 1.0 reversible connector, USB On-The-Go","Fingerprint (under display, optical), accelerometer, gyro, proximity, compass",,,,,,,,"Titanium silver, Emerald Green, Midnight Black, Icelandic Frost, Neon purple","HSDPA 800 / 850 / 900 / 1700(AWS) / 1800 / 1900 / 2100","HSPA 42.2/5.76 Mbps, LTE-A, 5G","Android 10, Magic UI 3, no Google Play Services","Kirin 985 5G (7 nm)","Octa-core (1x2.58 GHz Cortex-A76 & 3x2.40 GHz Cortex-A76 & 4x1.84 GHz Cortex-A55)","Mali-G77","128GB 6GB RAM, 128GB 8GB RAM, 256GB 8GB RAM",,"4K@30/60fps, 1080p@30/60fps, 720p@960fps; gyro-EIS","$<e2><80><89>415.99","LED flash, panorama, HDR",,"1, 2, 3, 4, 5, 6, 7, 8, 9, 18, 19, 26, 34, 38, 39, 40, 41",,,"UFS",,,"HDR","4K, 1080p; gyro-EIS","Yes","Fast charging 40W  Reverse charging 5W","BMH-AN10",,,,,,,"32 MP, f/2.0, 26mm (wide), 1/2.8"", 0.8<c2><b5>m",,"1, 3, 41, 77, 78, 79 SA/NSA","40 MP, f/1.8, 27mm (wide), 1/1.7"", PDAF  8 MP, f/3.4, 125mm (Periscope telephoto), PDAF, OIS, 5x optical zoom  8 MP, f/2.4, 17mm (ultrawide)  2 MP, (depth)",,,,,,,,"Non-removable Li-Po 4000 mAh battery",,,,,,,,,,
"Honor","20e","GSM / HSPA / LTE","GSM 900 / 1800 / 1900 - SIM 1 & SIM 2 (Dual SIM model only)",,,"2020, April 16","Available. Released 2020, April 27","154.8 x 73.6 x 8 mm (6.09 x 2.90 x 0.31 in)","164 g (5.78 oz)","Single SIM (Nano-SIM) or Hybrid Dual SIM (Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","6.21 inches, 94.7 cm (~83.1% screen-to-body ratio)","1080 x 2340 pixels, 19.5:9 ratio (~415 ppi density)",,"microSDXC (uses shared SIM slot)",,,"Yes",,"Yes","Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot","4.2, A2DP, LE","Yes, with A-GPS, GLONASS","FM radio","microUSB 2.0, USB On-The-Go","Fingerprint (rear-mounted), accelerometer, proximity, compass",,,,,,,,"Midnight Black, Phantom Blue","HSDPA 850 / 900 / 1900 / 2100","HSPA 42.2/5.76 Mbps, LTE-A (2CA) Cat6 300/50 Mbps","Android 9.0 (Pie), EMUI 9.1, no Google Play Services","Kirin 710F (12 nm)","Octa-core (4x2.2 GHz Cortex-A73 & 4x1.7 GHz Cortex-A53)","Mali-G51 MP4","64GB 4GB RAM",,"1080p@30/60fps","About 180 EUR","LED flash, HDR, panorama",,"1, 3, 5, 7, 8, 20","Glass front, plastic back, plastic frame",,"eMMC 5.1",,,"HDR","1080p@30fps","Yes","Charging 10W",,,,,,,,"8 MP, f/2.0, (wide)",,,,"24 MP, f/1.8, PDAF  8 MP, f/2.4, 17mm (ultrawide)  2 MP, f/2.4, (depth)",,,,,,,"Non-removable Li-Po 3400 mAh battery",,,,,,,,,,
